"region";"ålder";"kön";"2023"
"Hagfors (Hagfors nordväst)";"totalt";"totalt";1225
"Hagfors (Hagfors nordöst)";"totalt";"män";539
"Hagfors (Hagfors nordöst)";"totalt";"kvinnor";456
"Hagfors (Hagfors nordöst)";"totalt";"totalt";995
"Hagfors (Hagfors sydväst)";"totalt";"män";728
"Hagfors (Hagfors sydväst)";"totalt";"kvinnor";660
"Hagfors (Hagfors sydväst)";"totalt";"totalt";1388
"Hagfors (Hagfors sydöst)";"totalt";"män";548
"Hagfors (Hagfors sydöst)";"totalt";"kvinnor";523
"Hagfors (Hagfors sydöst)";"totalt";"totalt";1071
"Hagfors (Hagfors tätort)";"totalt";"män";2448
"Hagfors (Hagfors tätort)";"totalt";"kvinnor";2345
"Hagfors (Hagfors tätort)";"totalt";"totalt";4793
"Hagfors (Råda-Uddeholm)";"totalt";"män";537
"Hagfors (Råda-Uddeholm)";"totalt";"kvinnor";519
"Hagfors (Råda-Uddeholm)";"totalt";"totalt";1056
"Arvika (Arvika centrum-Högåsen-Degerängen)";"totalt";"män";2361
"Arvika (Arvika centrum-Högåsen-Degerängen)";"totalt";"kvinnor";2615
"Arvika (Arvika centrum-Högåsen-Degerängen)";"totalt";"totalt";4976
"Arvika (Dottevik-Östra Sund)";"totalt";"män";669
"Arvika (Dottevik-Östra Sund)";"totalt";"kvinnor";643
"Arvika (Dottevik-Östra Sund)";"totalt";"totalt";1312
"Arvika (Glava)";"totalt";"män";510
"Arvika (Glava)";"totalt";"kvinnor";437
"Arvika (Glava)";"totalt";"totalt";947
"Arvika (Gunnarskog)";"totalt";"män";1014
"Arvika (Gunnarskog)";"totalt";"kvinnor";926
"Arvika (Gunnarskog)";"totalt";"totalt";1940
"Arvika (Haga-Agneteberg-Rosendal)";"totalt";"män";2196
"Arvika (Haga-Agneteberg-Rosendal)";"totalt";"kvinnor";2243
"Arvika (Haga-Agneteberg-Rosendal)";"totalt";"totalt";4439
"Arvika (Jössefors-Västra Sund)";"totalt";"män";661
"Arvika (Jössefors-Västra Sund)";"totalt";"kvinnor";620
"Arvika (Jössefors-Västra Sund)";"totalt";"totalt";1281
"Arvika (Mangskog-Brunskog)";"totalt";"män";1330
"Arvika (Mangskog-Brunskog)";"totalt";"kvinnor";1277
"Arvika (Mangskog-Brunskog)";"totalt";"totalt";2607
"Arvika (Solvik-Taserud)";"totalt";"män";1827
"Arvika (Solvik-Taserud)";"totalt";"kvinnor";1881
"Arvika (Solvik-Taserud)";"totalt";"totalt";3708
"Arvika (Speke-Rackstad-Mötterud-Humlekil)";"totalt";"män";728
"Arvika (Speke-Rackstad-Mötterud-Humlekil)";"totalt";"kvinnor";665
"Arvika (Speke-Rackstad-Mötterud-Humlekil)";"totalt";"totalt";1393
"Arvika (Stavnäs-Högerud)";"totalt";"män";738
"Arvika (Stavnäs-Högerud)";"totalt";"kvinnor";670
"Arvika (Stavnäs-Högerud)";"totalt";"totalt";1408
"Arvika (Älgå-Ny)";"totalt";"män";867
"Arvika (Älgå-Ny)";"totalt";"kvinnor";804
"Arvika (Älgå-Ny)";"totalt";"totalt";1671
"Säffle (Annelund-Billerud-Lugnadal)";"totalt";"män";746
"Säffle (Annelund-Billerud-Lugnadal)";"totalt";"kvinnor";746
"Säffle (Annelund-Billerud-Lugnadal)";"totalt";"totalt";1492
"Säffle (Höglunda-Hermes-Norelund)";"totalt";"män";766
"Säffle (Höglunda-Hermes-Norelund)";"totalt";"kvinnor";682
"Säffle (Höglunda-Hermes-Norelund)";"totalt";"totalt";1448
"Säffle (Långserud-Gillberga-Nysäter)";"totalt";"män";695
"Säffle (Långserud-Gillberga-Nysäter)";"totalt";"kvinnor";648
"Säffle (Långserud-Gillberga-Nysäter)";"totalt";"totalt";1343
"Säffle (Olof Trätälja-Villan-Flå)";"totalt";"män";768
"Säffle (Olof Trätälja-Villan-Flå)";"totalt";"kvinnor";795
"Säffle (Olof Trätälja-Villan-Flå)";"totalt";"totalt";1563
"Säffle (Rolfserud-Tingvalla-Treabackarna)";"totalt";"män";1064
"Säffle (Rolfserud-Tingvalla-Treabackarna)";"totalt";"kvinnor";1178
"Säffle (Rolfserud-Tingvalla-Treabackarna)";"totalt";"totalt";2242
"Säffle (Rudsbyn-Svanskog)";"totalt";"män";523
"Säffle (Rudsbyn-Svanskog)";"totalt";"kvinnor";471
"Säffle (Rudsbyn-Svanskog)";"totalt";"totalt";994
"Säffle (Sundstorp-Sund-Tuvan)";"totalt";"män";1043
"Säffle (Sundstorp-Sund-Tuvan)";"totalt";"kvinnor";1136
"Säffle (Sundstorp-Sund-Tuvan)";"totalt";"totalt";2179
"Säffle (Värmlandsnäs)";"totalt";"män";522
"Säffle (Värmlandsnäs)";"totalt";"kvinnor";447
"Säffle (Värmlandsnäs)";"totalt";"totalt";969
"Säffle (Västra Kila-Tveta)";"totalt";"män";721
"Säffle (Västra Kila-Tveta)";"totalt";"kvinnor";663
"Säffle (Västra Kila-Tveta)";"totalt";"totalt";1384
"Säffle (Östra Kila-Värmlandsbro-Södra Ny)";"totalt";"män";737
"Säffle (Östra Kila-Värmlandsbro-Södra Ny)";"totalt";"kvinnor";660
"Säffle (Östra Kila-Värmlandsbro-Södra Ny)";"totalt";"totalt";1397
"Lekeberg (Fjugesta västra)";"totalt";"män";899
"Lekeberg (Fjugesta västra)";"totalt";"kvinnor";864
"Lekeberg (Fjugesta västra)";"totalt";"totalt";1763
"Lekeberg (Fjugesta östra)";"totalt";"män";497
"Lekeberg (Fjugesta östra)";"totalt";"kvinnor";534
"Lekeberg (Fjugesta östra)";"totalt";"totalt";1031
"Lekeberg (Lekeberg norra landsbygd)";"totalt";"män";773
"Lekeberg (Lekeberg norra landsbygd)";"totalt";"kvinnor";665
"Lekeberg (Lekeberg norra landsbygd)";"totalt";"totalt";1438
"Lekeberg (Lekeberg södra landsbygd)";"totalt";"män";764
"Lekeberg (Lekeberg södra landsbygd)";"totalt";"kvinnor";692
"Lekeberg (Lekeberg södra landsbygd)";"totalt";"totalt";1456
"Lekeberg (Lekeberg-Lanna)";"totalt";"män";961
"Lekeberg (Lekeberg-Lanna)";"totalt";"kvinnor";888
"Lekeberg (Lekeberg-Lanna)";"totalt";"totalt";1849
"Lekeberg (Mullhyttan-Mullhyttan omnejd)";"totalt";"män";560
"Lekeberg (Mullhyttan-Mullhyttan omnejd)";"totalt";"kvinnor";509
"Lekeberg (Mullhyttan-Mullhyttan omnejd)";"totalt";"totalt";1069
"Laxå (Finnerödja-Tived)";"totalt";"män";717
"Laxå (Finnerödja-Tived)";"totalt";"kvinnor";658
"Laxå (Finnerödja-Tived)";"totalt";"totalt";1375
"Laxå (Hasselfors-Röfors)";"totalt";"män";497
"Laxå (Hasselfors-Röfors)";"totalt";"kvinnor";436
"Laxå (Hasselfors-Röfors)";"totalt";"totalt";933
"Laxå (Laxå norra)";"totalt";"män";795
"Laxå (Laxå norra)";"totalt";"kvinnor";819
"Laxå (Laxå norra)";"totalt";"totalt";1614
"Laxå (Laxå södra)";"totalt";"män";838
"Laxå (Laxå södra)";"totalt";"kvinnor";737
"Laxå (Laxå södra)";"totalt";"totalt";1575
"Hallsberg (Hallsberg västra-Stortorget-Vibytorp)";"totalt";"män";786
"Hallsberg (Hallsberg västra-Stortorget-Vibytorp)";"totalt";"kvinnor";797
"Hallsberg (Hallsberg västra-Stortorget-Vibytorp)";"totalt";"totalt";1583
"Hallsberg (Hallsberg östra-Norrby-Samsala)";"totalt";"män";840
"Hallsberg (Hallsberg östra-Norrby-Samsala)";"totalt";"kvinnor";751
"Hallsberg (Hallsberg östra-Norrby-Samsala)";"totalt";"totalt";1591
"Hallsberg (Nya Långängen-Falla)";"totalt";"män";757
"Hallsberg (Nya Långängen-Falla)";"totalt";"kvinnor";780
"Hallsberg (Nya Långängen-Falla)";"totalt";"totalt";1537
"Hallsberg (Nytorget-Hässleberg-Brunnskullen)";"totalt";"män";1269
"Hallsberg (Nytorget-Hässleberg-Brunnskullen)";"totalt";"kvinnor";1136
"Hallsberg (Nytorget-Hässleberg-Brunnskullen)";"totalt";"totalt";2405
"Hallsberg (Pålsboda-Vibbanbotorp-Resta)";"totalt";"män";858
"Hallsberg (Pålsboda-Vibbanbotorp-Resta)";"totalt";"kvinnor";799
"Hallsberg (Pålsboda-Vibbanbotorp-Resta)";"totalt";"totalt";1657
"Hallsberg (Sköllersta-Kalsta-Sörby)";"totalt";"män";609
"Hallsberg (Sköllersta-Kalsta-Sörby)";"totalt";"kvinnor";550
"Hallsberg (Sköllersta-Kalsta-Sörby)";"totalt";"totalt";1159
"Hallsberg (Stocksätter-Kårstahult-Stora Älberg)";"totalt";"män";636
"Hallsberg (Stocksätter-Kårstahult-Stora Älberg)";"totalt";"kvinnor";610
"Hallsberg (Stocksätter-Kårstahult-Stora Älberg)";"totalt";"totalt";1246
"Hallsberg (Svennevad-Kånsta-Hjortkvarn)";"totalt";"män";861
"Hallsberg (Svennevad-Kånsta-Hjortkvarn)";"totalt";"kvinnor";809
"Hallsberg (Svennevad-Kånsta-Hjortkvarn)";"totalt";"totalt";1670
"Hallsberg (Vretstorp-Viby-omland)";"totalt";"män";811
"Hallsberg (Vretstorp-Viby-omland)";"totalt";"kvinnor";782
"Hallsberg (Vretstorp-Viby-omland)";"totalt";"totalt";1593
"Hallsberg (Östansjö-Tisaren-Ålsta)";"totalt";"män";947
"Hallsberg (Östansjö-Tisaren-Ålsta)";"totalt";"kvinnor";844
"Hallsberg (Östansjö-Tisaren-Ålsta)";"totalt";"totalt";1791
"Degerfors (Degerfors centrum-Bruket)";"totalt";"män";2181
"Degerfors (Degerfors centrum-Bruket)";"totalt";"kvinnor";2218
"Degerfors (Degerfors centrum-Bruket)";"totalt";"totalt";4399
"Degerfors (Strömtorp-Degernäs)";"totalt";"män";1465
"Degerfors (Strömtorp-Degernäs)";"totalt";"kvinnor";1335
"Degerfors (Strömtorp-Degernäs)";"totalt";"totalt";2800
"Degerfors (Svartå-Solberga-Knutsbol)";"totalt";"män";447
"Degerfors (Svartå-Solberga-Knutsbol)";"totalt";"kvinnor";394
"Degerfors (Svartå-Solberga-Knutsbol)";"totalt";"totalt";841
"Degerfors (Åtorp-Högberg-Gräsmossen)";"totalt";"män";675
"Degerfors (Åtorp-Högberg-Gräsmossen)";"totalt";"kvinnor";642
"Degerfors (Åtorp-Högberg-Gräsmossen)";"totalt";"totalt";1317
"Hällefors (Hällefors centrum)";"totalt";"män";777
"Hällefors (Hällefors centrum)";"totalt";"kvinnor";815
"Hällefors (Hällefors centrum)";"totalt";"totalt";1592
"Hällefors (Hällefors omland)";"totalt";"män";1248
"Hällefors (Hällefors omland)";"totalt";"kvinnor";1110
"Hällefors (Hällefors omland)";"totalt";"totalt";2358
"Hällefors (Hällefors-Gillershöjden)";"totalt";"män";810
"Hällefors (Hällefors-Gillershöjden)";"totalt";"kvinnor";757
"Hällefors (Hällefors-Gillershöjden)";"totalt";"totalt";1567
"Hällefors (Hällefors-Kronhagen)";"totalt";"män";516
"Hällefors (Hällefors-Kronhagen)";"totalt";"kvinnor";462
"Hällefors (Hällefors-Kronhagen)";"totalt";"totalt";978
"Ljusnarsberg (Kopparberg City)";"totalt";"män";651
"Ljusnarsberg (Kopparberg City)";"totalt";"kvinnor";710
"Ljusnarsberg (Kopparberg City)";"totalt";"totalt";1361
"Ljusnarsberg (Kopparberg Yttre-Bångbro)";"totalt";"män";759
"Ljusnarsberg (Kopparberg Yttre-Bångbro)";"totalt";"kvinnor";693
"Ljusnarsberg (Kopparberg Yttre-Bångbro)";"totalt";"totalt";1452
"Ljusnarsberg (Ljusnarsberg Yttre)";"totalt";"män";843
"Ljusnarsberg (Ljusnarsberg Yttre)";"totalt";"kvinnor";751
"Ljusnarsberg (Ljusnarsberg Yttre)";"totalt";"totalt";1594
"Örebro (Adolfsberg)";"totalt";"män";1815
"Örebro (Adolfsberg)";"totalt";"kvinnor";1777
"Örebro (Adolfsberg)";"totalt";"totalt";3592
"Örebro (Almby-Ormesta)";"totalt";"män";2263
"Örebro (Almby-Ormesta)";"totalt";"kvinnor";2286
"Örebro (Almby-Ormesta)";"totalt";"totalt";4549
"Örebro (Baronbackarna)";"totalt";"män";1086
"Örebro (Baronbackarna)";"totalt";"kvinnor";1060
"Örebro (Baronbackarna)";"totalt";"totalt";2146
"Örebro (Brickebacken)";"totalt";"män";1717
"Örebro (Brickebacken)";"totalt";"kvinnor";1737
"Örebro (Brickebacken)";"totalt";"totalt";3454
"Örebro (Brickeberg-Norra Bro)";"totalt";"män";1403
"Örebro (Brickeberg-Norra Bro)";"totalt";"kvinnor";1354
"Örebro (Brickeberg-Norra Bro)";"totalt";"totalt";2757
"Örebro (Brunnsgärdet-Lindhult-Nasta)";"totalt";"män";2599
"Örebro (Brunnsgärdet-Lindhult-Nasta)";"totalt";"kvinnor";2707
"Örebro (Brunnsgärdet-Lindhult-Nasta)";"totalt";"totalt";5306
"Örebro (Ekeby-Almby-Hidingsta-Stora Mellösa)";"totalt";"män";3286
"Örebro (Ekeby-Almby-Hidingsta-Stora Mellösa)";"totalt";"kvinnor";3077
"Örebro (Ekeby-Almby-Hidingsta-Stora Mellösa)";"totalt";"totalt";6363
"Örebro (Eklunda-Sörby)";"totalt";"män";3231
"Örebro (Eklunda-Sörby)";"totalt";"kvinnor";3185
"Örebro (Eklunda-Sörby)";"totalt";"totalt";6416
"Örebro (Ervalla-Ölmbrotorp)";"totalt";"män";1939
"Örebro (Ervalla-Ölmbrotorp)";"totalt";"kvinnor";1876
"Örebro (Ervalla-Ölmbrotorp)";"totalt";"totalt";3815
"Örebro (Garphyttan-Närkes Kil)";"totalt";"män";2144
"Örebro (Garphyttan-Närkes Kil)";"totalt";"kvinnor";1958
"Örebro (Garphyttan-Närkes Kil)";"totalt";"totalt";4102
"Örebro (Glanshammar)";"totalt";"män";1947
"Örebro (Glanshammar)";"totalt";"kvinnor";1839
"Örebro (Glanshammar)";"totalt";"totalt";3786
"Örebro (Hagaby-Ringstorp)";"totalt";"män";2810
"Örebro (Hagaby-Ringstorp)";"totalt";"kvinnor";2859
"Örebro (Hagaby-Ringstorp)";"totalt";"totalt";5669
"Örebro (Holmen-Hjärsta)";"totalt";"män";2217
"Örebro (Holmen-Hjärsta)";"totalt";"kvinnor";2237
"Örebro (Holmen-Hjärsta)";"totalt";"totalt";4454
"Örebro (Hovsta)";"totalt";"män";1371
"Örebro (Hovsta)";"totalt";"kvinnor";1413
"Örebro (Hovsta)";"totalt";"totalt";2784
"Örebro (Ladugårdsängen)";"totalt";"män";3040
"Örebro (Ladugårdsängen)";"totalt";"kvinnor";3020
"Örebro (Ladugårdsängen)";"totalt";"totalt";6060
"Örebro (Latorp-Täby-Vintrosa)";"totalt";"män";1756
"Örebro (Latorp-Täby-Vintrosa)";"totalt";"kvinnor";1717
"Örebro (Latorp-Täby-Vintrosa)";"totalt";"totalt";3473
"Örebro (Lillån)";"totalt";"män";1948
"Örebro (Lillån)";"totalt";"kvinnor";1922
"Örebro (Lillån)";"totalt";"totalt";3870
"Örebro (Lundby)";"totalt";"män";1452
"Örebro (Lundby)";"totalt";"kvinnor";1405
"Örebro (Lundby)";"totalt";"totalt";2857
"Örebro (Marieberg-Mosås)";"totalt";"män";1868
"Örebro (Marieberg-Mosås)";"totalt";"kvinnor";1744
"Örebro (Marieberg-Mosås)";"totalt";"totalt";3612
"Örebro (Markbacken-Västra Mark)";"totalt";"män";2193
"Örebro (Markbacken-Västra Mark)";"totalt";"kvinnor";2144
"Örebro (Markbacken-Västra Mark)";"totalt";"totalt";4337
"Örebro (Mellringe-Björkhaga)";"totalt";"män";2893
"Örebro (Mellringe-Björkhaga)";"totalt";"kvinnor";2981
"Örebro (Mellringe-Björkhaga)";"totalt";"totalt";5874
"Örebro (Nya Hjärsta-Nyponlunden)";"totalt";"män";1478
"Örebro (Nya Hjärsta-Nyponlunden)";"totalt";"kvinnor";1542
"Örebro (Nya Hjärsta-Nyponlunden)";"totalt";"totalt";3020
"Örebro (Näsby-Norra Ormesta)";"totalt";"män";1810
"Örebro (Näsby-Norra Ormesta)";"totalt";"kvinnor";1871
"Örebro (Näsby-Norra Ormesta)";"totalt";"totalt";3681
"Örebro (Rosta-Örnsro)";"totalt";"män";2785
"Örebro (Rosta-Örnsro)";"totalt";"kvinnor";3076
"Örebro (Rosta-Örnsro)";"totalt";"totalt";5861
"Örebro (Rynninge-Grenadjärstaden)";"totalt";"män";1974
"Örebro (Rynninge-Grenadjärstaden)";"totalt";"kvinnor";2198
"Örebro (Rynninge-Grenadjärstaden)";"totalt";"totalt";4172
"Örebro (Sörbyängen)";"totalt";"män";1986
"Örebro (Sörbyängen)";"totalt";"kvinnor";2061
"Örebro (Sörbyängen)";"totalt";"totalt";4047
"Örebro (Tybble)";"totalt";"män";1055
"Örebro (Tybble)";"totalt";"kvinnor";1337
"Örebro (Tybble)";"totalt";"totalt";2392
"Örebro (Varberga-Oxhagen)";"totalt";"män";2992
"Örebro (Varberga-Oxhagen)";"totalt";"kvinnor";2762
"Örebro (Varberga-Oxhagen)";"totalt";"totalt";5754
"Örebro (Vivalla)";"totalt";"män";3409
"Örebro (Vivalla)";"totalt";"kvinnor";3385
"Örebro (Vivalla)";"totalt";"totalt";6794
"Örebro (Västhaga-Solhaga)";"totalt";"män";1227
"Örebro (Västhaga-Solhaga)";"totalt";"kvinnor";1435
"Örebro (Västhaga-Solhaga)";"totalt";"totalt";2662
"Örebro (Örebro city)";"totalt";"män";2725
"Örebro (Örebro city)";"totalt";"kvinnor";3080
"Örebro (Örebro city)";"totalt";"totalt";5805
"Örebro (Örebro norr-CV)";"totalt";"män";2738
"Örebro (Örebro norr-CV)";"totalt";"kvinnor";2879
"Örebro (Örebro norr-CV)";"totalt";"totalt";5617
"Örebro (Örebro söder )";"totalt";"män";2645
"Örebro (Örebro söder )";"totalt";"kvinnor";2811
"Örebro (Örebro söder )";"totalt";"totalt";5456
"Örebro (Örebro väster )";"totalt";"män";2289
"Örebro (Örebro väster )";"totalt";"kvinnor";2679
"Örebro (Örebro väster )";"totalt";"totalt";4968
"Örebro (Örebro öster)";"totalt";"män";2631
"Örebro (Örebro öster)";"totalt";"kvinnor";3033
"Örebro (Örebro öster)";"totalt";"totalt";5664
"Örebro (Östernärke)";"totalt";"män";2160
"Örebro (Östernärke)";"totalt";"kvinnor";2019
"Örebro (Östernärke)";"totalt";"totalt";4179
"Kumla (Haga-Djupadal-Åsen)";"totalt";"män";2079
"Kumla (Haga-Djupadal-Åsen)";"totalt";"kvinnor";2054
"Kumla (Haga-Djupadal-Åsen)";"totalt";"totalt";4133
"Kumla (Kumla centrum-Fylsta-Via)";"totalt";"män";2049
"Kumla (Kumla centrum-Fylsta-Via)";"totalt";"kvinnor";2260
"Kumla (Kumla centrum-Fylsta-Via)";"totalt";"totalt";4309
"Kumla (Kumla omland)";"totalt";"män";2849
"Kumla (Kumla omland)";"totalt";"kvinnor";2726
"Kumla (Kumla omland)";"totalt";"totalt";5575
"Kumla (Kumlaby-Korsta-Sannahed)";"totalt";"män";2373
"Kumla (Kumlaby-Korsta-Sannahed)";"totalt";"kvinnor";2346
"Kumla (Kumlaby-Korsta-Sannahed)";"totalt";"totalt";4719
"Kumla (Oppegård-Skogstorp-Smedstorp)";"totalt";"män";1905
"Kumla (Oppegård-Skogstorp-Smedstorp)";"totalt";"kvinnor";1875
"Kumla (Oppegård-Skogstorp-Smedstorp)";"totalt";"totalt";3780
"Askersund (Askersund omland norr)";"totalt";"män";637
"Askersund (Askersund omland norr)";"totalt";"kvinnor";590
"Askersund (Askersund omland norr)";"totalt";"totalt";1227
"Askersund (Askersund omland söder)";"totalt";"män";780
"Askersund (Askersund omland söder)";"totalt";"kvinnor";669
"Askersund (Askersund omland söder)";"totalt";"totalt";1449
"Askersund (Askersund omland väster)";"totalt";"män";767
"Askersund (Askersund omland väster)";"totalt";"kvinnor";698
"Askersund (Askersund omland väster)";"totalt";"totalt";1465
"Askersund (Askersund omland öster)";"totalt";"män";822
"Askersund (Askersund omland öster)";"totalt";"kvinnor";747
"Askersund (Askersund omland öster)";"totalt";"totalt";1569
"Askersund (Askersund stad)";"totalt";"män";2139
"Askersund (Askersund stad)";"totalt";"kvinnor";2174
"Askersund (Askersund stad)";"totalt";"totalt";4313
"Askersund (Åsbro)";"totalt";"män";763
"Askersund (Åsbro)";"totalt";"kvinnor";692
"Askersund (Åsbro)";"totalt";"totalt";1455
"Karlskoga (Karlskoga norra tätort)";"totalt";"män";4428
"Karlskoga (Karlskoga norra tätort)";"totalt";"kvinnor";4570
"Karlskoga (Karlskoga norra tätort)";"totalt";"totalt";8998
"Karlskoga (Karlskoga omland)";"totalt";"män";1138
"Karlskoga (Karlskoga omland)";"totalt";"kvinnor";1017
"Karlskoga (Karlskoga omland)";"totalt";"totalt";2155
"Karlskoga (Karlskoga västra tätort)";"totalt";"män";5630
"Karlskoga (Karlskoga västra tätort)";"totalt";"kvinnor";5410
"Karlskoga (Karlskoga västra tätort)";"totalt";"totalt";11040
"Karlskoga (Karlskoga östra tätort)";"totalt";"män";4050
"Karlskoga (Karlskoga östra tätort)";"totalt";"kvinnor";4018
"Karlskoga (Karlskoga östra tätort)";"totalt";"totalt";8068
"Nora (Esstorp-Fibbetorp)";"totalt";"män";867
"Nora (Esstorp-Fibbetorp)";"totalt";"kvinnor";905
"Nora (Esstorp-Fibbetorp)";"totalt";"totalt";1772
"Nora (Nora landsbygd norr)";"totalt";"män";842
"Nora (Nora landsbygd norr)";"totalt";"kvinnor";826
"Nora (Nora landsbygd norr)";"totalt";"totalt";1668
"Nora (Nora landsbygd söder)";"totalt";"män";577
"Nora (Nora landsbygd söder)";"totalt";"kvinnor";495
"Nora (Nora landsbygd söder)";"totalt";"totalt";1072
"Nora (Nora norra centrum)";"totalt";"män";687
"Nora (Nora norra centrum)";"totalt";"kvinnor";731
"Nora (Nora norra centrum)";"totalt";"totalt";1418
"Nora (Nora södra centrum )";"totalt";"män";951
"Nora (Nora södra centrum )";"totalt";"kvinnor";1085
"Nora (Nora södra centrum )";"totalt";"totalt";2036
"Nora (Pershyttan-Hitorp)";"totalt";"män";696
"Nora (Pershyttan-Hitorp)";"totalt";"kvinnor";734
"Nora (Pershyttan-Hitorp)";"totalt";"totalt";1430
"Nora (Ås-Gyttorp)";"totalt";"män";625
"Nora (Ås-Gyttorp)";"totalt";"kvinnor";606
"Nora (Ås-Gyttorp)";"totalt";"totalt";1231
"Lindesberg (Fellingsbro landsbygd)";"totalt";"män";513
"Lindesberg (Fellingsbro landsbygd)";"totalt";"kvinnor";499
"Lindesberg (Fellingsbro landsbygd)";"totalt";"totalt";1012
"Lindesberg (Fellingsbro tätort)";"totalt";"män";753
"Lindesberg (Fellingsbro tätort)";"totalt";"kvinnor";664
"Lindesberg (Fellingsbro tätort)";"totalt";"totalt";1417
"Lindesberg (Frövi landsbygd)";"totalt";"män";1372
"Lindesberg (Frövi landsbygd)";"totalt";"kvinnor";1237
"Lindesberg (Frövi landsbygd)";"totalt";"totalt";2609
"Lindesberg (Frövi tätort)";"totalt";"män";1360
"Lindesberg (Frövi tätort)";"totalt";"kvinnor";1312
"Lindesberg (Frövi tätort)";"totalt";"totalt";2672
"Lindesberg (Lindesberg landsbygd)";"totalt";"män";569
"Lindesberg (Lindesberg landsbygd)";"totalt";"kvinnor";522
"Lindesberg (Lindesberg landsbygd)";"totalt";"totalt";1091
"Lindesberg (Lindesberg nordöstra)";"totalt";"män";987
"Lindesberg (Lindesberg nordöstra)";"totalt";"kvinnor";954
"Lindesberg (Lindesberg nordöstra)";"totalt";"totalt";1941
"Lindesberg (Lindesberg norra)";"totalt";"män";885
"Lindesberg (Lindesberg norra)";"totalt";"kvinnor";908
"Lindesberg (Lindesberg norra)";"totalt";"totalt";1793
"Lindesberg (Lindesberg sydöstra)";"totalt";"män";741
"Lindesberg (Lindesberg sydöstra)";"totalt";"kvinnor";739
"Lindesberg (Lindesberg sydöstra)";"totalt";"totalt";1480
"Lindesberg (Lindesberg södra)";"totalt";"män";1071
"Lindesberg (Lindesberg södra)";"totalt";"kvinnor";1222
"Lindesberg (Lindesberg södra)";"totalt";"totalt";2293
"Lindesberg (Lindesberg västra)";"totalt";"män";1166
"Lindesberg (Lindesberg västra)";"totalt";"kvinnor";1074
"Lindesberg (Lindesberg västra)";"totalt";"totalt";2240
"Lindesberg (Storå landsbygd)";"totalt";"män";1449
"Lindesberg (Storå landsbygd)";"totalt";"kvinnor";1301
"Lindesberg (Storå landsbygd)";"totalt";"totalt";2750
"Lindesberg (Storå tätort)";"totalt";"män";1028
"Lindesberg (Storå tätort)";"totalt";"kvinnor";966
"Lindesberg (Storå tätort)";"totalt";"totalt";1994
