"region";"ålder";"kön";"2023"
"Ängelholm (Ängavången-Nyhem-Skörpabäcken)";"totalt";"totalt";2498
"Ängelholm (Ängelholm centrum)";"totalt";"män";2301
"Ängelholm (Ängelholm centrum)";"totalt";"kvinnor";2631
"Ängelholm (Ängelholm centrum)";"totalt";"totalt";4932
"Ängelholm (Ängelholm omland nordost)";"totalt";"män";2176
"Ängelholm (Ängelholm omland nordost)";"totalt";"kvinnor";1986
"Ängelholm (Ängelholm omland nordost)";"totalt";"totalt";4162
"Ängelholm (Ängelholm omland syd)";"totalt";"män";1139
"Ängelholm (Ängelholm omland syd)";"totalt";"kvinnor";1034
"Ängelholm (Ängelholm omland syd)";"totalt";"totalt";2173
"Hässleholm (Ballingslöv-Norra Sandby-Mannarp)";"totalt";"män";659
"Hässleholm (Ballingslöv-Norra Sandby-Mannarp)";"totalt";"kvinnor";604
"Hässleholm (Ballingslöv-Norra Sandby-Mannarp)";"totalt";"totalt";1263
"Hässleholm (Bjärnum västra)";"totalt";"män";654
"Hässleholm (Bjärnum västra)";"totalt";"kvinnor";692
"Hässleholm (Bjärnum västra)";"totalt";"totalt";1346
"Hässleholm (Bjärnum östra)";"totalt";"män";807
"Hässleholm (Bjärnum östra)";"totalt";"kvinnor";758
"Hässleholm (Bjärnum östra)";"totalt";"totalt";1565
"Hässleholm (Brunnshult-Emmaljunga-Tulatorp)";"totalt";"män";619
"Hässleholm (Brunnshult-Emmaljunga-Tulatorp)";"totalt";"kvinnor";568
"Hässleholm (Brunnshult-Emmaljunga-Tulatorp)";"totalt";"totalt";1187
"Hässleholm (Gulastorp-Sjunkaröd-Gumlösa)";"totalt";"män";790
"Hässleholm (Gulastorp-Sjunkaröd-Gumlösa)";"totalt";"kvinnor";722
"Hässleholm (Gulastorp-Sjunkaröd-Gumlösa)";"totalt";"totalt";1512
"Hässleholm (Hagsjö-Kråkeberga-Äskeberga)";"totalt";"män";477
"Hässleholm (Hagsjö-Kråkeberga-Äskeberga)";"totalt";"kvinnor";443
"Hässleholm (Hagsjö-Kråkeberga-Äskeberga)";"totalt";"totalt";920
"Hässleholm (Hågnarp-Mala-Vankiva)";"totalt";"män";658
"Hässleholm (Hågnarp-Mala-Vankiva)";"totalt";"kvinnor";597
"Hässleholm (Hågnarp-Mala-Vankiva)";"totalt";"totalt";1255
"Hässleholm (Häglinge-Norra Mellby-Kialt)";"totalt";"män";788
"Hässleholm (Häglinge-Norra Mellby-Kialt)";"totalt";"kvinnor";748
"Hässleholm (Häglinge-Norra Mellby-Kialt)";"totalt";"totalt";1536
"Hässleholm (Hässleholm centrum)";"totalt";"män";1014
"Hässleholm (Hässleholm centrum)";"totalt";"kvinnor";1046
"Hässleholm (Hässleholm centrum)";"totalt";"totalt";2060
"Hässleholm (Hässleholm-Bokalyckan)";"totalt";"män";897
"Hässleholm (Hässleholm-Bokalyckan)";"totalt";"kvinnor";956
"Hässleholm (Hässleholm-Bokalyckan)";"totalt";"totalt";1853
"Hässleholm (Hässleholm-Bokeberg)";"totalt";"män";694
"Hässleholm (Hässleholm-Bokeberg)";"totalt";"kvinnor";826
"Hässleholm (Hässleholm-Bokeberg)";"totalt";"totalt";1520
"Hässleholm (Hässleholm-Djupadal-Galgbacken)";"totalt";"män";931
"Hässleholm (Hässleholm-Djupadal-Galgbacken)";"totalt";"kvinnor";944
"Hässleholm (Hässleholm-Djupadal-Galgbacken)";"totalt";"totalt";1875
"Hässleholm (Hässleholm-Fredentorp)";"totalt";"män";583
"Hässleholm (Hässleholm-Fredentorp)";"totalt";"kvinnor";651
"Hässleholm (Hässleholm-Fredentorp)";"totalt";"totalt";1234
"Hässleholm (Hässleholm-Gulastorp-Röinge-Stoby)";"totalt";"män";740
"Hässleholm (Hässleholm-Gulastorp-Röinge-Stoby)";"totalt";"kvinnor";723
"Hässleholm (Hässleholm-Gulastorp-Röinge-Stoby)";"totalt";"totalt";1463
"Hässleholm (Hässleholm-Kristinehem)";"totalt";"män";743
"Hässleholm (Hässleholm-Kristinehem)";"totalt";"kvinnor";770
"Hässleholm (Hässleholm-Kristinehem)";"totalt";"totalt";1513
"Hässleholm (Hässleholm-Kärråkra-Gäddastorp)";"totalt";"män";1217
"Hässleholm (Hässleholm-Kärråkra-Gäddastorp)";"totalt";"kvinnor";1196
"Hässleholm (Hässleholm-Kärråkra-Gäddastorp)";"totalt";"totalt";2413
"Hässleholm (Hässleholm-Ljungdala)";"totalt";"män";809
"Hässleholm (Hässleholm-Ljungdala)";"totalt";"kvinnor";824
"Hässleholm (Hässleholm-Ljungdala)";"totalt";"totalt";1633
"Hässleholm (Hässleholm-Läreda)";"totalt";"män";850
"Hässleholm (Hässleholm-Läreda)";"totalt";"kvinnor";827
"Hässleholm (Hässleholm-Läreda)";"totalt";"totalt";1677
"Hässleholm (Hässleholm-Sjörröd-Finja)";"totalt";"män";1132
"Hässleholm (Hässleholm-Sjörröd-Finja)";"totalt";"kvinnor";1085
"Hässleholm (Hässleholm-Sjörröd-Finja)";"totalt";"totalt";2217
"Hässleholm (Hässleholm-Stattena)";"totalt";"män";958
"Hässleholm (Hässleholm-Stattena)";"totalt";"kvinnor";1025
"Hässleholm (Hässleholm-Stattena)";"totalt";"totalt";1983
"Hässleholm (Hässleholm-Östervärn)";"totalt";"män";726
"Hässleholm (Hässleholm-Östervärn)";"totalt";"kvinnor";708
"Hässleholm (Hässleholm-Östervärn)";"totalt";"totalt";1434
"Hässleholm (Hästveda)";"totalt";"män";947
"Hässleholm (Hästveda)";"totalt";"kvinnor";870
"Hässleholm (Hästveda)";"totalt";"totalt";1817
"Hässleholm (Slättsjö-Röke-Öraholma)";"totalt";"män";706
"Hässleholm (Slättsjö-Röke-Öraholma)";"totalt";"kvinnor";647
"Hässleholm (Slättsjö-Röke-Öraholma)";"totalt";"totalt";1353
"Hässleholm (Strandböke-Västra Torup-Björkeberga)";"totalt";"män";850
"Hässleholm (Strandböke-Västra Torup-Björkeberga)";"totalt";"kvinnor";746
"Hässleholm (Strandböke-Västra Torup-Björkeberga)";"totalt";"totalt";1596
"Hässleholm (Sösdala)";"totalt";"män";974
"Hässleholm (Sösdala)";"totalt";"kvinnor";936
"Hässleholm (Sösdala)";"totalt";"totalt";1910
"Hässleholm (Tormestorp)";"totalt";"män";583
"Hässleholm (Tormestorp)";"totalt";"kvinnor";605
"Hässleholm (Tormestorp)";"totalt";"totalt";1188
"Hässleholm (Tyringe norra)";"totalt";"män";843
"Hässleholm (Tyringe norra)";"totalt";"kvinnor";778
"Hässleholm (Tyringe norra)";"totalt";"totalt";1621
"Hässleholm (Tyringe sydväst)";"totalt";"män";754
"Hässleholm (Tyringe sydväst)";"totalt";"kvinnor";739
"Hässleholm (Tyringe sydväst)";"totalt";"totalt";1493
"Hässleholm (Tyringe sydöst)";"totalt";"män";862
"Hässleholm (Tyringe sydöst)";"totalt";"kvinnor";844
"Hässleholm (Tyringe sydöst)";"totalt";"totalt";1706
"Hässleholm (Vinslöv centrala)";"totalt";"män";978
"Hässleholm (Vinslöv centrala)";"totalt";"kvinnor";1015
"Hässleholm (Vinslöv centrala)";"totalt";"totalt";1993
"Hässleholm (Vinslöv norra)";"totalt";"män";546
"Hässleholm (Vinslöv norra)";"totalt";"kvinnor";615
"Hässleholm (Vinslöv norra)";"totalt";"totalt";1161
"Hässleholm (Vinslöv södra)";"totalt";"män";588
"Hässleholm (Vinslöv södra)";"totalt";"kvinnor";534
"Hässleholm (Vinslöv södra)";"totalt";"totalt";1122
"Hässleholm (Vittsjö)";"totalt";"män";932
"Hässleholm (Vittsjö)";"totalt";"kvinnor";890
"Hässleholm (Vittsjö)";"totalt";"totalt";1822
"Hylte (Drängsered-Kinnared-Brännögård)";"totalt";"män";683
"Hylte (Drängsered-Kinnared-Brännögård)";"totalt";"kvinnor";619
"Hylte (Drängsered-Kinnared-Brännögård)";"totalt";"totalt";1302
"Hylte (Hyltebruk norra)";"totalt";"män";845
"Hylte (Hyltebruk norra)";"totalt";"kvinnor";840
"Hylte (Hyltebruk norra)";"totalt";"totalt";1685
"Hylte (Hyltebruk södra)";"totalt";"män";1181
"Hylte (Hyltebruk södra)";"totalt";"kvinnor";1133
"Hylte (Hyltebruk södra)";"totalt";"totalt";2314
"Hylte (Långaryd-Landeryd)";"totalt";"män";701
"Hylte (Långaryd-Landeryd)";"totalt";"kvinnor";611
"Hylte (Långaryd-Landeryd)";"totalt";"totalt";1312
"Hylte (Rydöbruk-Femsjö)";"totalt";"män";589
"Hylte (Rydöbruk-Femsjö)";"totalt";"kvinnor";548
"Hylte (Rydöbruk-Femsjö)";"totalt";"totalt";1137
"Hylte (Torup)";"totalt";"män";641
"Hylte (Torup)";"totalt";"kvinnor";659
"Hylte (Torup)";"totalt";"totalt";1300
"Hylte (Unnaryd-Jälluntofta)";"totalt";"män";652
"Hylte (Unnaryd-Jälluntofta)";"totalt";"kvinnor";597
"Hylte (Unnaryd-Jälluntofta)";"totalt";"totalt";1249
"Halmstad (Alet-Mickedala-Rotorp)";"totalt";"män";3147
"Halmstad (Alet-Mickedala-Rotorp)";"totalt";"kvinnor";3115
"Halmstad (Alet-Mickedala-Rotorp)";"totalt";"totalt";6262
"Halmstad (Andersberg)";"totalt";"män";2510
"Halmstad (Andersberg)";"totalt";"kvinnor";2243
"Halmstad (Andersberg)";"totalt";"totalt";4753
"Halmstad (Snöstorp-Brogård)";"totalt";"män";1800
"Halmstad (Snöstorp-Brogård)";"totalt";"kvinnor";1719
"Halmstad (Snöstorp-Brogård)";"totalt";"totalt";3519
"Halmstad (Bäckagård centrum)";"totalt";"män";877
"Halmstad (Bäckagård centrum)";"totalt";"kvinnor";974
"Halmstad (Bäckagård centrum)";"totalt";"totalt";1851
"Halmstad (Söndrum-Eketånga)";"totalt";"män";1812
"Halmstad (Söndrum-Eketånga)";"totalt";"kvinnor";1865
"Halmstad (Söndrum-Eketånga)";"totalt";"totalt";3677
"Halmstad (Eldsberga-Simlångsdalen-Skedala)";"totalt";"män";2640
"Halmstad (Eldsberga-Simlångsdalen-Skedala)";"totalt";"kvinnor";2409
"Halmstad (Eldsberga-Simlångsdalen-Skedala)";"totalt";"totalt";5049
"Halmstad (Engelbrekt-Östra Förstaden)";"totalt";"män";1644
"Halmstad (Engelbrekt-Östra Förstaden)";"totalt";"kvinnor";1615
"Halmstad (Engelbrekt-Östra Förstaden)";"totalt";"totalt";3259
"Halmstad (Frennarp-Kärleken-Galgberget östra)";"totalt";"män";2917
"Halmstad (Frennarp-Kärleken-Galgberget östra)";"totalt";"kvinnor";2890
"Halmstad (Frennarp-Kärleken-Galgberget östra)";"totalt";"totalt";5807
"Halmstad (Frösakull-Tylösand-Villshärad)";"totalt";"män";2110
"Halmstad (Frösakull-Tylösand-Villshärad)";"totalt";"kvinnor";2128
"Halmstad (Frösakull-Tylösand-Villshärad)";"totalt";"totalt";4238
"Halmstad (Furet-Gamletull)";"totalt";"män";1615
"Halmstad (Furet-Gamletull)";"totalt";"kvinnor";1658
"Halmstad (Furet-Gamletull)";"totalt";"totalt";3273
"Halmstad (Fyllinge)";"totalt";"män";1729
"Halmstad (Fyllinge)";"totalt";"kvinnor";1794
"Halmstad (Fyllinge)";"totalt";"totalt";3523
"Halmstad (Getinge tätort)";"totalt";"män";1055
"Halmstad (Getinge tätort)";"totalt";"kvinnor";1101
"Halmstad (Getinge tätort)";"totalt";"totalt";2156
"Halmstad (Gullbrandstorp-Haverdal-Steninge)";"totalt";"män";2470
"Halmstad (Gullbrandstorp-Haverdal-Steninge)";"totalt";"kvinnor";2466
"Halmstad (Gullbrandstorp-Haverdal-Steninge)";"totalt";"totalt";4936
"Halmstad (Linehed norra-Gustavsfält)";"totalt";"män";3101
"Halmstad (Linehed norra-Gustavsfält)";"totalt";"kvinnor";2957
"Halmstad (Linehed norra-Gustavsfält)";"totalt";"totalt";6058
"Halmstad (Halmstad centrum västra-Galgberget västra)";"totalt";"män";1829
"Halmstad (Halmstad centrum västra-Galgberget västra)";"totalt";"kvinnor";1912
"Halmstad (Halmstad centrum västra-Galgberget västra)";"totalt";"totalt";3741
"Halmstad (Halmstad centrum östra-Nyatorp västra)";"totalt";"män";2390
"Halmstad (Halmstad centrum östra-Nyatorp västra)";"totalt";"kvinnor";2556
"Halmstad (Halmstad centrum östra-Nyatorp västra)";"totalt";"totalt";4946
"Halmstad (Halmstad centrum-Slottsjord-Kattegatt)";"totalt";"män";1869
"Halmstad (Halmstad centrum-Slottsjord-Kattegatt)";"totalt";"kvinnor";2071
"Halmstad (Halmstad centrum-Slottsjord-Kattegatt)";"totalt";"totalt";3940
"Halmstad (Harplinge-Getinge glesbygd)";"totalt";"män";1486
"Halmstad (Harplinge-Getinge glesbygd)";"totalt";"kvinnor";1473
"Halmstad (Harplinge-Getinge glesbygd)";"totalt";"totalt";2959
"Halmstad (Kvibille-Holm-Vapnö)";"totalt";"män";1578
"Halmstad (Kvibille-Holm-Vapnö)";"totalt";"kvinnor";1494
"Halmstad (Kvibille-Holm-Vapnö)";"totalt";"totalt";3072
"Halmstad (Linehed södra-Östra Stranden)";"totalt";"män";839
"Halmstad (Linehed södra-Östra Stranden)";"totalt";"kvinnor";815
"Halmstad (Linehed södra-Östra Stranden)";"totalt";"totalt";1654
"Halmstad (Trönninge-Gullbranna-Laxvik)";"totalt";"män";1481
"Halmstad (Trönninge-Gullbranna-Laxvik)";"totalt";"kvinnor";1463
"Halmstad (Trönninge-Gullbranna-Laxvik)";"totalt";"totalt";2944
"Halmstad (Nyhem södra)";"totalt";"män";745
"Halmstad (Nyhem södra)";"totalt";"kvinnor";649
"Halmstad (Nyhem södra)";"totalt";"totalt";1394
"Halmstad (Nyhem norra-Nyatorp östra)";"totalt";"män";1724
"Halmstad (Nyhem norra-Nyatorp östra)";"totalt";"kvinnor";1667
"Halmstad (Nyhem norra-Nyatorp östra)";"totalt";"totalt";3391
"Halmstad (Oskarström tätort)";"totalt";"män";2110
"Halmstad (Oskarström tätort)";"totalt";"kvinnor";2091
"Halmstad (Oskarström tätort)";"totalt";"totalt";4201
"Halmstad (Åled-Sennan-Oskarström glesbygd)";"totalt";"män";1929
"Halmstad (Åled-Sennan-Oskarström glesbygd)";"totalt";"kvinnor";1746
"Halmstad (Åled-Sennan-Oskarström glesbygd)";"totalt";"totalt";3675
"Halmstad (Bäckagård norra-Bäckagård södra)";"totalt";"män";2378
"Halmstad (Bäckagård norra-Bäckagård södra)";"totalt";"kvinnor";2560
"Halmstad (Bäckagård norra-Bäckagård södra)";"totalt";"totalt";4938
"Halmstad (Vallås östra)";"totalt";"män";2002
"Halmstad (Vallås östra)";"totalt";"kvinnor";2152
"Halmstad (Vallås östra)";"totalt";"totalt";4154
"Halmstad (Vallås västra)";"totalt";"män";1209
"Halmstad (Vallås västra)";"totalt";"kvinnor";1217
"Halmstad (Vallås västra)";"totalt";"totalt";2426
"Laholm (Genevad-Veinge)";"totalt";"män";1192
"Laholm (Genevad-Veinge)";"totalt";"kvinnor";1104
"Laholm (Genevad-Veinge)";"totalt";"totalt";2296
"Laholm (Hasslöv-Ränneslöv-Våxtorp)";"totalt";"män";2768
"Laholm (Hasslöv-Ränneslöv-Våxtorp)";"totalt";"kvinnor";2579
"Laholm (Hasslöv-Ränneslöv-Våxtorp)";"totalt";"totalt";5347
"Laholm (Hishult-Knäreds omland)";"totalt";"män";788
"Laholm (Hishult-Knäreds omland)";"totalt";"kvinnor";722
"Laholm (Hishult-Knäreds omland)";"totalt";"totalt";1510
"Laholm (Knäred)";"totalt";"män";643
"Laholm (Knäred)";"totalt";"kvinnor";579
"Laholm (Knäred)";"totalt";"totalt";1222
"Laholm (Laholm västra)";"totalt";"män";1030
"Laholm (Laholm västra)";"totalt";"kvinnor";1013
"Laholm (Laholm västra)";"totalt";"totalt";2043
"Laholm (Laholm östra)";"totalt";"män";2384
"Laholm (Laholm östra)";"totalt";"kvinnor";2537
"Laholm (Laholm östra)";"totalt";"totalt";4921
"Laholm (Laholms omland-Ysby)";"totalt";"män";943
"Laholm (Laholms omland-Ysby)";"totalt";"kvinnor";842
"Laholm (Laholms omland-Ysby)";"totalt";"totalt";1785
"Laholm (Lilla Tjärby)";"totalt";"män";596
"Laholm (Lilla Tjärby)";"totalt";"kvinnor";569
"Laholm (Lilla Tjärby)";"totalt";"totalt";1165
"Laholm (Mellbystrand)";"totalt";"män";1286
"Laholm (Mellbystrand)";"totalt";"kvinnor";1271
"Laholm (Mellbystrand)";"totalt";"totalt";2557
"Laholm (Skummeslövsstrand-Skottorp)";"totalt";"män";1374
"Laholm (Skummeslövsstrand-Skottorp)";"totalt";"kvinnor";1368
"Laholm (Skummeslövsstrand-Skottorp)";"totalt";"totalt";2742
"Laholm (Veinge omland)";"totalt";"män";513
"Laholm (Veinge omland)";"totalt";"kvinnor";464
"Laholm (Veinge omland)";"totalt";"totalt";977
"Falkenberg (Falkenberg centrum)";"totalt";"män";2194
"Falkenberg (Falkenberg centrum)";"totalt";"kvinnor";2360
"Falkenberg (Falkenberg centrum)";"totalt";"totalt";4554
"Falkenberg (Falkenberg södra)";"totalt";"män";3770
"Falkenberg (Falkenberg södra)";"totalt";"kvinnor";3770
"Falkenberg (Falkenberg södra)";"totalt";"totalt";7540
"Falkenberg (Falkenbergs norra kustområde)";"totalt";"män";1205
"Falkenberg (Falkenbergs norra kustområde)";"totalt";"kvinnor";1112
"Falkenberg (Falkenbergs norra kustområde)";"totalt";"totalt";2317
"Falkenberg (Falkenbergs södra kustområde)";"totalt";"män";965
"Falkenberg (Falkenbergs södra kustområde)";"totalt";"kvinnor";967
"Falkenberg (Falkenbergs södra kustområde)";"totalt";"totalt";1932
"Falkenberg (Glommen)";"totalt";"män";699
"Falkenberg (Glommen)";"totalt";"kvinnor";717
"Falkenberg (Glommen)";"totalt";"totalt";1416
"Falkenberg (Skogstorp)";"totalt";"män";1228
"Falkenberg (Skogstorp)";"totalt";"kvinnor";1197
"Falkenberg (Skogstorp)";"totalt";"totalt";2425
"Falkenberg (Skrea)";"totalt";"män";1619
"Falkenberg (Skrea)";"totalt";"kvinnor";1677
"Falkenberg (Skrea)";"totalt";"totalt";3296
"Falkenberg (Slöinge)";"totalt";"män";585
"Falkenberg (Slöinge)";"totalt";"kvinnor";577
"Falkenberg (Slöinge)";"totalt";"totalt";1162
"Falkenberg (Stafsinge-Gruebäcken)";"totalt";"män";1927
"Falkenberg (Stafsinge-Gruebäcken)";"totalt";"kvinnor";1967
"Falkenberg (Stafsinge-Gruebäcken)";"totalt";"totalt";3894
"Falkenberg (Tröingeberg-Fajans)";"totalt";"män";2604
"Falkenberg (Tröingeberg-Fajans)";"totalt";"kvinnor";2581
"Falkenberg (Tröingeberg-Fajans)";"totalt";"totalt";5185
"Falkenberg (Ullared-Inland)";"totalt";"män";2660
"Falkenberg (Ullared-Inland)";"totalt";"kvinnor";2553
"Falkenberg (Ullared-Inland)";"totalt";"totalt";5213
"Falkenberg (Vessigebro-Årstad)";"totalt";"män";1744
"Falkenberg (Vessigebro-Årstad)";"totalt";"kvinnor";1600
"Falkenberg (Vessigebro-Årstad)";"totalt";"totalt";3344
"Falkenberg (Vinberg-Ljungby)";"totalt";"män";1122
"Falkenberg (Vinberg-Ljungby)";"totalt";"kvinnor";1033
"Falkenberg (Vinberg-Ljungby)";"totalt";"totalt";2155
"Falkenberg (Västra gärdet)";"totalt";"män";1364
"Falkenberg (Västra gärdet)";"totalt";"kvinnor";1311
"Falkenberg (Västra gärdet)";"totalt";"totalt";2675
"Varberg (Breared-Mariedal-Apelviken)";"totalt";"män";2927
"Varberg (Breared-Mariedal-Apelviken)";"totalt";"kvinnor";3299
"Varberg (Breared-Mariedal-Apelviken)";"totalt";"totalt";6226
"Varberg (Brunnsberg-Lugnet)";"totalt";"män";1098
"Varberg (Brunnsberg-Lugnet)";"totalt";"kvinnor";1168
"Varberg (Brunnsberg-Lugnet)";"totalt";"totalt";2266
"Varberg (Bua-Värö)";"totalt";"män";3129
"Varberg (Bua-Värö)";"totalt";"kvinnor";3031
"Varberg (Bua-Värö)";"totalt";"totalt";6160
"Varberg (Hunnestad-Gödestad)";"totalt";"män";2021
"Varberg (Hunnestad-Gödestad)";"totalt";"kvinnor";1935
"Varberg (Hunnestad-Gödestad)";"totalt";"totalt";3956
"Varberg (Håsten-Holmagärde)";"totalt";"män";2132
"Varberg (Håsten-Holmagärde)";"totalt";"kvinnor";2100
"Varberg (Håsten-Holmagärde)";"totalt";"totalt";4232
"Varberg (Rolfstorp-Skällinge-Karl Gustav)";"totalt";"män";1923
"Varberg (Rolfstorp-Skällinge-Karl Gustav)";"totalt";"kvinnor";1798
"Varberg (Rolfstorp-Skällinge-Karl Gustav)";"totalt";"totalt";3721
"Varberg (Södra Näs-Träslövsläge-Gamla Köpstad)";"totalt";"män";2223
"Varberg (Södra Näs-Träslövsläge-Gamla Köpstad)";"totalt";"kvinnor";2186
"Varberg (Södra Näs-Träslövsläge-Gamla Köpstad)";"totalt";"totalt";4409
"Varberg (Sörse)";"totalt";"män";1076
"Varberg (Sörse)";"totalt";"kvinnor";1133
"Varberg (Sörse)";"totalt";"totalt";2209
"Varberg (Träslöv)";"totalt";"män";1564
"Varberg (Träslöv)";"totalt";"kvinnor";1503
"Varberg (Träslöv)";"totalt";"totalt";3067
"Varberg (Trönninge-Bläshammar)";"totalt";"män";2942
"Varberg (Trönninge-Bläshammar)";"totalt";"kvinnor";2737
"Varberg (Trönninge-Bläshammar)";"totalt";"totalt";5679
"Varberg (Tvååker)";"totalt";"män";1688
"Varberg (Tvååker)";"totalt";"kvinnor";1660
"Varberg (Tvååker)";"totalt";"totalt";3348
"Varberg (Tvååkers omland)";"totalt";"män";1508
"Varberg (Tvååkers omland)";"totalt";"kvinnor";1396
"Varberg (Tvååkers omland)";"totalt";"totalt";2904
"Varberg (Tångaberg-Årnäs)";"totalt";"män";1072
"Varberg (Tångaberg-Årnäs)";"totalt";"kvinnor";1012
"Varberg (Tångaberg-Årnäs)";"totalt";"totalt";2084
"Varberg (Varberg centrum)";"totalt";"män";2383
"Varberg (Varberg centrum)";"totalt";"kvinnor";2495
"Varberg (Varberg centrum)";"totalt";"totalt";4878
"Varberg (Varberg söder)";"totalt";"män";2154
"Varberg (Varberg söder)";"totalt";"kvinnor";2412
"Varberg (Varberg söder)";"totalt";"totalt";4566
"Varberg (Veddige-Derome)";"totalt";"män";2332
"Varberg (Veddige-Derome)";"totalt";"kvinnor";2178
"Varberg (Veddige-Derome)";"totalt";"totalt";4510
"Varberg (Öster-Karlberg)";"totalt";"män";2078
"Varberg (Öster-Karlberg)";"totalt";"kvinnor";2032
"Varberg (Öster-Karlberg)";"totalt";"totalt";4110
"Kungsbacka (Anneberg-Älvsåker)";"totalt";"män";2180
"Kungsbacka (Anneberg-Älvsåker)";"totalt";"kvinnor";2032
"Kungsbacka (Anneberg-Älvsåker)";"totalt";"totalt";4212
"Kungsbacka (Björkris-Voxlöv)";"totalt";"män";1799
"Kungsbacka (Björkris-Voxlöv)";"totalt";"kvinnor";1773
"Kungsbacka (Björkris-Voxlöv)";"totalt";"totalt";3572
"Kungsbacka (Fjärås)";"totalt";"män";1875
"Kungsbacka (Fjärås)";"totalt";"kvinnor";1888
"Kungsbacka (Fjärås)";"totalt";"totalt";3763
"Kungsbacka (Fjärås omland)";"totalt";"män";1974
"Kungsbacka (Fjärås omland)";"totalt";"kvinnor";1841
"Kungsbacka (Fjärås omland)";"totalt";"totalt";3815
"Kungsbacka (Frillesås)";"totalt";"män";1597
"Kungsbacka (Frillesås)";"totalt";"kvinnor";1522
"Kungsbacka (Frillesås)";"totalt";"totalt";3119
"Kungsbacka (Frillesås-Gällinge omland)";"totalt";"män";1674
"Kungsbacka (Frillesås-Gällinge omland)";"totalt";"kvinnor";1565
"Kungsbacka (Frillesås-Gällinge omland)";"totalt";"totalt";3239
"Kungsbacka (Hålabäck-Hammerö)";"totalt";"män";1640
"Kungsbacka (Hålabäck-Hammerö)";"totalt";"kvinnor";1711
"Kungsbacka (Hålabäck-Hammerö)";"totalt";"totalt";3351
"Kungsbacka (Kungsbacka Innerstaden)";"totalt";"män";2284
"Kungsbacka (Kungsbacka Innerstaden)";"totalt";"kvinnor";2489
"Kungsbacka (Kungsbacka Innerstaden)";"totalt";"totalt";4773
"Kungsbacka (Kungsbacka norra)";"totalt";"män";2584
"Kungsbacka (Kungsbacka norra)";"totalt";"kvinnor";2646
"Kungsbacka (Kungsbacka norra)";"totalt";"totalt";5230
"Kungsbacka (Kungsbacka södra)";"totalt";"män";2228
"Kungsbacka (Kungsbacka södra)";"totalt";"kvinnor";2330
"Kungsbacka (Kungsbacka södra)";"totalt";"totalt";4558
"Kungsbacka (Släp västra)";"totalt";"män";3284
"Kungsbacka (Släp västra)";"totalt";"kvinnor";3443
"Kungsbacka (Släp västra)";"totalt";"totalt";6727
"Kungsbacka (Släp östra)";"totalt";"män";2890
"Kungsbacka (Släp östra)";"totalt";"kvinnor";2960
"Kungsbacka (Släp östra)";"totalt";"totalt";5850
"Kungsbacka (Tingberget)";"totalt";"män";1639
"Kungsbacka (Tingberget)";"totalt";"kvinnor";1902
"Kungsbacka (Tingberget)";"totalt";"totalt";3541
"Kungsbacka (Vallda)";"totalt";"män";3830
"Kungsbacka (Vallda)";"totalt";"kvinnor";3638
"Kungsbacka (Vallda)";"totalt";"totalt";7468
"Kungsbacka (Västra Onsala)";"totalt";"män";3505
"Kungsbacka (Västra Onsala)";"totalt";"kvinnor";3470
"Kungsbacka (Västra Onsala)";"totalt";"totalt";6975
"Kungsbacka (Åsa)";"totalt";"män";2330
"Kungsbacka (Åsa)";"totalt";"kvinnor";2408
"Kungsbacka (Åsa)";"totalt";"totalt";4738
"Kungsbacka (Ölmanäs)";"totalt";"män";1046
"Kungsbacka (Ölmanäs)";"totalt";"kvinnor";1023
"Kungsbacka (Ölmanäs)";"totalt";"totalt";2069
"Kungsbacka (Östra Onsala)";"totalt";"män";4265
"Kungsbacka (Östra Onsala)";"totalt";"kvinnor";4388
"Kungsbacka (Östra Onsala)";"totalt";"totalt";8653
"Härryda (Djupedalsäng-Högadal-Orrekullen)";"totalt";"män";4141
"Härryda (Djupedalsäng-Högadal-Orrekullen)";"totalt";"kvinnor";4122
"Härryda (Djupedalsäng-Högadal-Orrekullen)";"totalt";"totalt";8263
"Härryda (Hindås)";"totalt";"män";1539
"Härryda (Hindås)";"totalt";"kvinnor";1505
"Härryda (Hindås)";"totalt";"totalt";3044
"Härryda (Härryda centrum-Skårtorp)";"totalt";"män";705
"Härryda (Härryda centrum-Skårtorp)";"totalt";"kvinnor";565
"Härryda (Härryda centrum-Skårtorp)";"totalt";"totalt";1270
"Härryda (Härryda-Eskilsby-Backa)";"totalt";"män";851
"Härryda (Härryda-Eskilsby-Backa)";"totalt";"kvinnor";729
"Härryda (Härryda-Eskilsby-Backa)";"totalt";"totalt";1580
"Härryda (Landvetter centrum-Önneröd-Tahult)";"totalt";"män";3182
"Härryda (Landvetter centrum-Önneröd-Tahult)";"totalt";"kvinnor";3238
"Härryda (Landvetter centrum-Önneröd-Tahult)";"totalt";"totalt";6420
"Härryda (Landvetter östra-Snåkered-Björröd)";"totalt";"män";1937
"Härryda (Landvetter östra-Snåkered-Björröd)";"totalt";"kvinnor";1805
"Härryda (Landvetter östra-Snåkered-Björröd)";"totalt";"totalt";3742
"Härryda (Mölnlycke centrum-Solsten-Bråta)";"totalt";"män";2677
"Härryda (Mölnlycke centrum-Solsten-Bråta)";"totalt";"kvinnor";2851
"Härryda (Mölnlycke centrum-Solsten-Bråta)";"totalt";"totalt";5528
"Härryda (Pixbo-Båtmanstorpet-Benareby )";"totalt";"män";2893
